nam1	clump	country	mn	se	count	latitude	latrank	totcount	nam2	rank_set11	rank_set6	rank_set6_2	nam3	nam4	nam5	nam_set4	se2
famest	clumpwindow 1.5M	Ireland	0.8811703375763801	0.09977564561912813	62	53.1	17	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.0895435355110101
famest	clumpwindow 1.5M	Italy	-1.4801402187078225	0.05770876946495928	225	41.8	3	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.046227572650873856
famest	clumpwindow 1.5M	Netherlands	1.0276837462932102	0.16691439361808408	17	52.1	16	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.16971056049134559
famest	clumpwindow 1.5M	Poland	0.763382186542819	0.1126064130997383	22	51.9	15	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.14946607477346063
famest	clumpwindow 1.5M	Portugal	-0.561576262796993	0.06600119697435468	135	39.3	1	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.060417468002704304
famest	clumpwindow 1.5M	Romania	-0.4674086630521109	0.17651312710992187	14	45.9	5	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.18445957800956653
famest	clumpwindow 1.5M	Spain	-0.47101657675921743	0.061233231423065436	137	40.4	2	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.05980813404604032
famest	clumpwindow 1.5M	Sweden	1.1892629919540016	0.17375440658187602	11	60.1	19	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.2104584789298635
famest	clumpwindow 1.5M	Swiss-French	-0.002348567470258109	0.025553303229091492	760	46.5	7	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.025491126272704525
famest	clumpwindow 1.5M	Swiss-German	0.13999221271506987	0.0865248195811715	84	47.3	10	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.07674018648284069
famest	clumpwindow 1.5M	Switzerland	0.010336425960808778	0.053311816950489255	168	46.8	8	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.05433096108567971
famest	clumpwindow 1.5M	United Kingdom	0.7918681218066693	0.04110547310631784	390	55.3	18	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.035801083140289056
famest	clumpwindow 1.5M	Yugoslavia	-0.8478634748241372	0.1102335622067582	44	43.9	4	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.1048144877218122
famest	GIANT sig	Austria	0.08747445818214174	0.30138127014374083	14	47.5	11	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.2398782979406255
famest	GIANT sig	Belgium	0.4155661401901019	0.13969903639579057	43	50.5	13	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.14143943226990996
famest	GIANT sig	Czech Republic	0.06801285933138371	0.28155045760905806	11	49.8	12	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.2726790505423191
famest	GIANT sig	France	-0.10072984387465386	0.11551987220313958	92	46.2	6	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.09722504704142441
famest	GIANT sig	Germany	0.3499663247284799	0.12032048987490608	75	51.1	14	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.10797190870132863
famest	GIANT sig	Hungary	0.13985034148792866	0.17733153001558172	19	47.1	9	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.2107065613667714
famest	GIANT sig	Ireland	0.28849077684289876	0.13044848092463546	62	53.1	17	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.11863189559352418
famest	GIANT sig	Italy	-0.48624682353095144	0.06564234860243362	225	41.8	3	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.06246389255244232
famest	GIANT sig	Netherlands	0.5255314078135337	0.24736499170872947	17	52.1	16	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.22130552600281023
famest	GIANT sig	Poland	0.29958701737532595	0.19375226047445224	22	51.9	15	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.19783863701595628
famest	GIANT sig	Portugal	-0.5781398175285365	0.08053506641680644	135	39.3	1	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.08011531646400677
famest	GIANT sig	Romania	0.018627257876634086	0.19554977795289608	14	45.9	5	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.24286374724911053
famest	GIANT sig	Spain	-0.3279090955197093	0.08219779430785787	137	40.4	2	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.079775181103745
famest	GIANT sig	Sweden	0.9063821733505303	0.20255911833253226	11	60.1	19	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.2727618231282862
famest	GIANT sig	Swiss-French	0.008420038517041076	0.034320085034859546	760	46.5	7	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.03409447583114789
famest	GIANT sig	Swiss-German	0.11845042886495057	0.10317849480093523	84	47.3	10	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.10224528567713694
famest	GIANT sig	Switzerland	0.07985636212114045	0.07283299853365398	168	46.8	8	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.07292877501653486
famest	GIANT sig	United Kingdom	0.32938715724962137	0.04906745887115706	390	55.3	18	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.04756396634550158
famest	GIANT sig	Yugoslavia	-0.20386235937677347	0.10851733882122042	44	43.9	4	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.14045780699705632
famest	ldwindow 1.5M	Austria	0.4398639120397778	0.19000105316073598	14	47.5	11	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.25199222886715206
famest	ldwindow 1.5M	Belgium	0.2833267939751089	0.1455169872254972	43	50.5	13	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.14479247941874032
famest	ldwindow 1.5M	Czech Republic	0.6042479953892259	0.2197661808648416	11	49.8	12	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.2873185997603148
famest	ldwindow 1.5M	France	-0.22249019428957964	0.10253484940254658	92	46.2	6	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.09878029093909227
famest	ldwindow 1.5M	Germany	0.4587915170633553	0.09945668060260252	75	51.1	14	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.10902217193522631
famest	ldwindow 1.5M	Hungary	0.05468044801751482	0.22660576913959726	19	47.1	9	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.2187764032093382
famest	ldwindow 1.5M	Ireland	0.4778366172270263	0.1190127735135259	62	53.1	17	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.11957466222773083
famest	ldwindow 1.5M	Italy	-0.8376793148613456	0.06536460259141127	225	41.8	3	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.06373000660001742
famest	ldwindow 1.5M	Netherlands	0.3493088204030001	0.2932271632855042	17	52.1	16	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.22624080332631383
famest	ldwindow 1.5M	Poland	0.43960083505697994	0.17277282962005833	22	51.9	15	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.20174857593450052
famest	ldwindow 1.5M	Portugal	-0.22560838035721056	0.08171583818369019	135	39.3	1	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.08224373162435836
famest	ldwindow 1.5M	Romania	-0.09367065486804199	0.2913425030811413	14	45.9	5	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.25266610320687505
famest	ldwindow 1.5M	Spain	-0.35759543048130205	0.06676637240248591	137	40.4	2	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.08148438461265611
famest	ldwindow 1.5M	Sweden	1.0553479403128625	0.32638696465642614	11	60.1	19	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.2804333648435681
famest	ldwindow 1.5M	Swiss-French	0.001327090740189037	0.03390047690451087	760	46.5	7	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.034420329837484824
famest	ldwindow 1.5M	Swiss-German	0.05763657814760436	0.10680924400086249	84	47.3	10	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.10343637055190179
famest	ldwindow 1.5M	Switzerland	0.1238072397468016	0.06784183047746402	168	46.8	8	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.0735740790892555
famest	ldwindow 1.5M	United Kingdom	0.42442136334477765	0.047358608884439705	390	55.3	18	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.04788217635028075
famest	ldwindow 1.5M	Yugoslavia	-0.44882509951326294	0.13555007321644608	44	43.9	4	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.1437279076566526
famest	UKB sig	Austria	-0.01796986138404754	0.3309548471680495	14	47.5	11	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.2335869251127755
famest	UKB sig	Belgium	0.485745335127457	0.15393167444010933	43	50.5	13	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.13738527981964116
famest	UKB sig	Czech Republic	0.17770994139165822	0.20583350331578587	11	49.8	12	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.2641232192049066
famest	UKB sig	France	-0.026092688570349985	0.10397356079950759	92	46.2	6	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.09388829541052628
famest	UKB sig	Germany	0.3327387529434059	0.12806439122520424	75	51.1	14	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.10396075921939715
famest	UKB sig	Hungary	-0.02713771627056344	0.19444364541734388	19	47.1	9	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.20375319297336184
famest	UKB sig	Ireland	0.41956004794012686	0.12664366797220888	62	53.1	17	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.11491055266854515
famest	UKB sig	Italy	-0.5590780437566828	0.0703108661800884	225	41.8	3	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.06018029131322959
famest	UKB sig	Netherlands	0.4040272871335469	0.2194245743045366	17	52.1	16	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.2150835764236937
famest	UKB sig	Poland	0.22069741504180992	0.2116498708259859	22	51.9	15	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.1907374416472096
famest	UKB sig	Portugal	-0.45437845636799173	0.0785420982311688	135	39.3	1	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.07772477529408378
famest	UKB sig	Romania	0.1315413115359673	0.19477877720330947	14	45.9	5	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.23606891380338949
famest	UKB sig	Spain	-0.3297449199769197	0.07743288345121989	137	40.4	2	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.07713456420735812
famest	UKB sig	Sweden	0.7140984868523318	0.2792969170752115	11	60.1	19	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.26505138681858376
famest	UKB sig	Swiss-French	-0.014021575980279975	0.03497559309805638	760	46.5	7	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.032846749391514635
famest	UKB sig	Swiss-German	0.10774561621720828	0.08853692436674389	84	47.3	10	2323	NG2015 sibs	9	3	2	 9. NG2015 sibs	3. NG2015 sibs	2. NG2015 sibs	NA.~paste(.)~NG2015~sibs	0.09892433339443912
