nam1	gbrbin	tsibin	count	mb	mb_scaled	nam2	mb_scaled_na	gbr_binmean	tsi_binmean
SDS	(0.352,0.371]	(0.352,0.371]	7160	-0.03411022942778566	-0.030615675960919398	SDS	-0.030615675960919398	0.36	0.36
SDS	(0.352,0.371]	(0.371,0.388]	7843	-0.10331855039808245	-0.09890912643286605	SDS	-0.09890912643286605	0.36	0.38
SDS	(0.352,0.371]	(0.388,0.408]	9845	-0.24653851780082192	-0.24023585728378005	SDS	-0.24023585728378005	0.36	0.4
SDS	(0.352,0.371]	(0.408,0.427]	5144	-0.27740418668104566	-0.2706935103434426	SDS	-0.2706935103434426	0.36	0.42
SDS	(0.352,0.371]	(0.427,0.444]	4634	-0.33822311035601416	-0.3307084636542764	SDS	-0.3307084636542764	0.36	0.44
SDS	(0.352,0.371]	(0.444,0.464]	4399	-0.41356469453604444	-0.40505410122414615	SDS	-0.40505410122414615	0.36	0.45
SDS	(0.352,0.371]	(0.464,0.483]	2883	-0.6031701955139983	-0.5921531914593213	SDS	-0.5921531914593213	0.36	0.47
SDS	(0.352,0.371]	(0.483,0.5]	2389	-0.6933810284431438	-0.6811715199537198	SDS	-0.6811715199537198	0.36	0.49
SDS	(0.371,0.388]	(0.0618,0.0765]	1	4.37435110311597	4.319569842927531	SDS	NA	0.38	0.07
SDS	(0.371,0.388]	(0.143,0.157]	1	6.12393379315303	6.046024655202235	SDS	NA	0.38	0.15
SDS	(0.371,0.388]	(0.157,0.169]	4	0.86494396759168	0.8565538495372709	SDS	NA	0.38	0.16
SDS	(0.371,0.388]	(0.169,0.185]	29	0.48136186272325565	0.4780423481240261	SDS	NA	0.38	0.18
SDS	(0.371,0.388]	(0.185,0.202]	23	0.7193287893983343	0.7128635703845805	SDS	NA	0.38	0.19
SDS	(0.371,0.388]	(0.202,0.219]	160	0.8861945860583583	0.877523554327179	SDS	NA	0.38	0.21
SDS	(0.371,0.388]	(0.219,0.23]	259	0.8669766197681358	0.8585596319170955	SDS	NA	0.38	0.22
SDS	(0.371,0.388]	(0.23,0.25]	726	0.47331523092116745	0.47010208541085097	SDS	0.47010208541085097	0.38	0.24
SDS	(0.371,0.388]	(0.25,0.265]	978	0.64836646438955	0.6428393021980782	SDS	0.6428393021980782	0.38	0.26
SDS	(0.371,0.388]	(0.265,0.281]	1412	0.5397832960038634	0.535691503663599	SDS	0.535691503663599	0.38	0.27
SDS	(0.371,0.388]	(0.281,0.298]	2252	0.4847563480569975	0.4813919614764024	SDS	0.4813919614764024	0.38	0.29
SDS	(0.371,0.388]	(0.298,0.316]	4114	0.4159504770097595	0.41349564090881574	SDS	0.41349564090881574	0.38	0.31
SDS	(0.371,0.388]	(0.316,0.337]	5430	0.30419087705613646	0.30321340031706573	SDS	0.30321340031706573	0.38	0.33
SDS	(0.371,0.388]	(0.337,0.352]	5354	0.17708031258509524	0.17778312087292325	SDS	0.17778312087292325	0.38	0.34
SDS	(0.371,0.388]	(0.352,0.371]	5426	0.04184213639652837	0.04433266928034386	SDS	0.04433266928034386	0.38	0.36
SDS	(0.371,0.388]	(0.371,0.388]	6293	0.020771793657842045	0.02354085713872293	SDS	0.02354085713872293	0.38	0.38
SDS	(0.371,0.388]	(0.388,0.408]	7985	-0.09952145670715996	-0.09516222683636161	SDS	-0.09516222683636161	0.38	0.4
SDS	(0.371,0.388]	(0.408,0.427]	4971	-0.1911819085006049	-0.18561101156382964	SDS	-0.18561101156382964	0.38	0.42
SDS	(0.371,0.388]	(0.427,0.444]	4821	-0.3133896064737621	-0.3062032359063679	SDS	-0.3062032359063679	0.38	0.44
SDS	(0.371,0.388]	(0.444,0.464]	4424	-0.37509615720821426	-0.36709408266143695	SDS	-0.36709408266143695	0.38	0.45
SDS	(0.371,0.388]	(0.464,0.483]	3097	-0.5505819141373882	-0.5402600789080183	SDS	-0.5402600789080183	0.38	0.47
SDS	(0.371,0.388]	(0.483,0.5]	2949	-0.4827559905194776	-0.4733307517639335	SDS	-0.4733307517639335	0.38	0.49
SDS	(0.388,0.408]	(0.0765,0.0899]	1	4.43824038041897	4.38261456260876	SDS	NA	0.4	0.08
SDS	(0.388,0.408]	(0.101,0.112]	1	1.59280881618849	1.574796992717284	SDS	NA	0.4	0.11
SDS	(0.388,0.408]	(0.157,0.169]	1	0.809271574513822	0.8016173944114597	SDS	NA	0.4	0.16
SDS	(0.388,0.408]	(0.169,0.185]	6	1.4839822092881858	1.4674089737019738	SDS	NA	0.4	0.18
SDS	(0.388,0.408]	(0.185,0.202]	33	2.0835513782286044	2.0590523883877947	SDS	NA	0.4	0.19
SDS	(0.388,0.408]	(0.202,0.219]	44	1.4259184398283578	1.4101127539956588	SDS	NA	0.4	0.21
SDS	(0.388,0.408]	(0.219,0.23]	152	0.7338394242944812	0.7271823880022167	SDS	NA	0.4	0.22
SDS	(0.388,0.408]	(0.23,0.25]	441	0.7916477631541328	0.784226553666509	SDS	0.784226553666509	0.4	0.24
SDS	(0.388,0.408]	(0.25,0.265]	654	0.7530865351877896	0.7461750697504759	SDS	0.7461750697504759	0.4	0.26
SDS	(0.388,0.408]	(0.265,0.281]	877	0.5109302012519258	0.507219820348965	SDS	0.507219820348965	0.4	0.27
SDS	(0.388,0.408]	(0.281,0.298]	1282	0.5845129934141305	0.5798299155176344	SDS	0.5798299155176344	0.4	0.29
SDS	(0.388,0.408]	(0.298,0.316]	2967	0.42012509457206604	0.41761507385753677	SDS	0.41761507385753677	0.4	0.31
SDS	(0.388,0.408]	(0.316,0.337]	4298	0.4144908533546824	0.4120553121391224	SDS	0.4120553121391224	0.4	0.33
SDS	(0.388,0.408]	(0.337,0.352]	4565	0.26876555037532784	0.2682563639490448	SDS	0.2682563639490448	0.4	0.34
SDS	(0.388,0.408]	(0.352,0.371]	4963	0.16246350042321847	0.16335952955558286	SDS	0.16335952955558286	0.4	0.36
SDS	(0.388,0.408]	(0.371,0.388]	5922	0.08723289157114796	0.08912340032166717	SDS	0.08912340032166717	0.4	0.38
SDS	(0.388,0.408]	(0.388,0.408]	8078	-0.007996031628875327	-0.00484668389477864	SDS	-0.00484668389477864	0.4	0.4
SDS	(0.388,0.408]	(0.408,0.427]	5174	-0.1510967897626501	-0.14605578131387842	SDS	-0.14605578131387842	0.4	0.42
SDS	(0.388,0.408]	(0.427,0.444]	5770	-0.23297860359782385	-0.22685519270410123	SDS	-0.22685519270410123	0.4	0.44
SDS	(0.388,0.408]	(0.444,0.464]	5933	-0.33140683603755644	-0.3239822942277622	SDS	-0.3239822942277622	0.4	0.45
SDS	(0.388,0.408]	(0.464,0.483]	4557	-0.47967453900299484	-0.4702900342089889	SDS	-0.4702900342089889	0.4	0.47
SDS	(0.388,0.408]	(0.483,0.5]	4426	-0.5494678847825433	-0.539160775999022	SDS	-0.539160775999022	0.4	0.49
SDS	(0.408,0.427]	(0.112,0.129]	3	2.61095813900219	2.5794873157272296	SDS	NA	0.42	0.12
SDS	(0.408,0.427]	(0.129,0.143]	2	4.23266289873942	4.179754626601131	SDS	NA	0.42	0.14
SDS	(0.408,0.427]	(0.157,0.169]	1	4.36804734099446	4.313349410756997	SDS	NA	0.42	0.16
SDS	(0.408,0.427]	(0.169,0.185]	9	4.728592135653859	4.669128134063369	SDS	NA	0.42	0.18
SDS	(0.408,0.427]	(0.185,0.202]	10	2.527078005679818	2.4967160007997906	SDS	NA	0.42	0.19
SDS	(0.408,0.427]	(0.202,0.219]	13	1.1592670918608012	1.1469862921715692	SDS	NA	0.42	0.21
SDS	(0.408,0.427]	(0.219,0.23]	94	1.559647509139372	1.5420740477188652	SDS	NA	0.42	0.22
SDS	(0.408,0.427]	(0.23,0.25]	249	1.050814619566879	1.0399674620464467	SDS	NA	0.42	0.24
SDS	(0.408,0.427]	(0.25,0.265]	394	0.6124185639042778	0.60736659997178	SDS	0.60736659997178	0.42	0.26
SDS	(0.408,0.427]	(0.265,0.281]	692	0.7874315525881892	0.7800660775354936	SDS	0.7800660775354936	0.42	0.27
SDS	(0.408,0.427]	(0.281,0.298]	1059	0.7210430606770576	0.7145551805699976	SDS	0.7145551805699976	0.42	0.29
SDS	(0.408,0.427]	(0.298,0.316]	2498	0.7362802324343634	0.7295909308981512	SDS	0.7295909308981512	0.42	0.31
SDS	(0.408,0.427]	(0.316,0.337]	3389	0.421945966274336	0.41941187530671675	SDS	0.41941187530671675	0.42	0.33
SDS	(0.408,0.427]	(0.337,0.352]	3789	0.31354242219384143	0.3124413266089364	SDS	0.3124413266089364	0.42	0.34
SDS	(0.408,0.427]	(0.352,0.371]	4505	0.3171464542395688	0.3159977166580438	SDS	0.3159977166580438	0.42	0.36
SDS	(0.408,0.427]	(0.371,0.388]	6042	0.19370309918992143	0.19418616949173975	SDS	0.19418616949173975	0.42	0.38
SDS	(0.408,0.427]	(0.388,0.408]	9744	0.1426703526268333	0.14382802901106742	SDS	0.14382802901106742	0.42	0.4
SDS	(0.408,0.427]	(0.408,0.427]	6746	-6.877292288557995e-4	0.0023650094535393063	SDS	0.0023650094535393063	0.42	0.42
SDS	(0.408,0.427]	(0.427,0.444]	7339	-0.08033312656557856	-0.07622754881222818	SDS	-0.07622754881222818	0.42	0.44
SDS	(0.408,0.427]	(0.444,0.464]	8970	-0.20945041293941655	-0.20363802313696086	SDS	-0.20363802313696086	0.42	0.45
SDS	(0.408,0.427]	(0.464,0.483]	7688	-0.3592691035752682	-0.3514762481547691	SDS	-0.3514762481547691	0.42	0.47
SDS	(0.408,0.427]	(0.483,0.5]	7423	-0.40597048282067005	-0.39756027801927474	SDS	-0.39756027801927474	0.42	0.49
SDS	(0.427,0.444]	(0.101,0.112]	1	3.66941906490874	3.6239563594266695	SDS	NA	0.44	0.11
SDS	(0.427,0.444]	(0.157,0.169]	10	4.313437873983394	4.2594618307907055	SDS	NA	0.44	0.16
SDS	(0.427,0.444]	(0.169,0.185]	23	5.993237514214501	5.917056061145647	SDS	NA	0.44	0.18
SDS	(0.427,0.444]	(0.185,0.202]	19	1.0434521285442078	1.0327022963993455	SDS	NA	0.44	0.19
SDS	(0.427,0.444]	(0.202,0.219]	9	1.62159444074882	1.6032020977343338	SDS	NA	0.44	0.21
SDS	(0.427,0.444]	(0.219,0.23]	18	0.7210716357886128	0.7145833779447982	SDS	NA	0.44	0.22
SDS	(0.427,0.444]	(0.23,0.25]	63	0.6548672851363138	0.6492541880596591	SDS	NA	0.44	0.24
SDS	(0.427,0.444]	(0.25,0.265]	150	1.1304287177970829	1.1185291349511637	SDS	NA	0.44	0.26
SDS	(0.427,0.444]	(0.265,0.281]	276	0.9513258378148177	0.9417938306992163	SDS	NA	0.44	0.27
SDS	(0.427,0.444]	(0.281,0.298]	528	0.8292122749197629	0.8212944970554253	SDS	0.8212944970554253	0.44	0.29
SDS	(0.427,0.444]	(0.298,0.316]	1333	0.6376438542389192	0.6322584351146767	SDS	0.6322584351146767	0.44	0.31
SDS	(0.427,0.444]	(0.316,0.337]	2292	0.4699813836102318	0.4668123085022603	SDS	0.4668123085022603	0.44	0.33
SDS	(0.427,0.444]	(0.337,0.352]	2457	0.4222504094315846	0.41971229400478055	SDS	0.41971229400478055	0.44	0.34
SDS	(0.427,0.444]	(0.352,0.371]	3471	0.3839561426101423	0.3819242422522738	SDS	0.3819242422522738	0.44	0.36
SDS	(0.427,0.444]	(0.371,0.388]	5123	0.2110343085349748	0.21128827615219936	SDS	0.21128827615219936	0.44	0.38
SDS	(0.427,0.444]	(0.388,0.408]	8289	0.20652843199490525	0.2068419631654414	SDS	0.2068419631654414	0.44	0.4
SDS	(0.427,0.444]	(0.408,0.427]	6410	0.15172576746261648	0.1527637395718815	SDS	0.1527637395718815	0.44	0.42
SDS	(0.427,0.444]	(0.427,0.444]	8475	0.002169974690953122	0.005184937149729466	SDS	0.005184937149729466	0.44	0.44
SDS	(0.427,0.444]	(0.444,0.464]	9930	-0.20938273202294508	-0.2035712369001018	SDS	-0.2035712369001018	0.44	0.45
SDS	(0.427,0.444]	(0.464,0.483]	9662	-0.254450182383803	-0.24804293692064006	SDS	-0.24804293692064006	0.44	0.47
SDS	(0.427,0.444]	(0.483,0.5]	8781	-0.30950208384145417	-0.3023671027561064	SDS	-0.3023671027561064	0.44	0.49
SDS	(0.444,0.464]	(0.129,0.143]	1	2.04972579329981	2.0256739466537335	SDS	NA	0.45	0.14
SDS	(0.444,0.464]	(0.143,0.157]	1	1.33512902316288	1.3205234901110194	SDS	NA	0.45	0.15
SDS	(0.444,0.464]	(0.185,0.202]	2	5.3059003357452355	5.238804849481885	SDS	NA	0.45	0.19
SDS	(0.444,0.464]	(0.202,0.219]	3	0.5394869055199494	0.5353990311899173	SDS	NA	0.45	0.21
SDS	(0.444,0.464]	(0.219,0.23]	24	0.5952626730199655	0.5904374942228809	SDS	NA	0.45	0.22
SDS	(0.444,0.464]	(0.23,0.25]	32	1.017805599951056	1.0073947913811918	SDS	NA	0.45	0.24
SDS	(0.444,0.464]	(0.25,0.265]	67	1.1036246295508396	1.092079372156367	SDS	NA	0.45	0.26
SDS	(0.444,0.464]	(0.265,0.281]	98	0.6502995082318859	0.6447467929745604	SDS	NA	0.45	0.27
SDS	(0.444,0.464]	(0.281,0.298]	257	0.6900913652116405	0.6840126381176608	SDS	NA	0.45	0.29
SDS	(0.444,0.464]	(0.298,0.316]	649	0.8383743079563095	0.8303354164222205	SDS	0.8303354164222205	0.45	0.31
SDS	(0.444,0.464]	(0.316,0.337]	1284	0.6004267865361042	0.5955333428968762	SDS	0.5955333428968762	0.45	0.33
SDS	(0.444,0.464]	(0.337,0.352]	1583	0.48610296816760884	0.48272078050479683	SDS	0.48272078050479683	0.45	0.34
SDS	(0.444,0.464]	(0.352,0.371]	2292	0.5040584939773842	0.5004389507391815	SDS	0.5004389507391815	0.45	0.36
SDS	(0.444,0.464]	(0.371,0.388]	3752	0.3794730245206586	0.37750038687026777	SDS	0.37750038687026777	0.45	0.38
SDS	(0.444,0.464]	(0.388,0.408]	6075	0.3024779793819733	0.3015231455784169	SDS	0.3015231455784169	0.45	0.4
SDS	(0.444,0.464]	(0.408,0.427]	5469	0.24131610731535194	0.2411697773389818	SDS	0.2411697773389818	0.45	0.42
SDS	(0.444,0.464]	(0.427,0.444]	7520	0.19644310695470285	0.196889956868075	SDS	0.196889956868075	0.45	0.44
SDS	(0.444,0.464]	(0.444,0.464]	9909	0.061945862069743445	0.06417064214714073	SDS	0.06417064214714073	0.45	0.45
SDS	(0.444,0.464]	(0.464,0.483]	9494	-0.2492395257792695	-0.24290116041517104	SDS	-0.24290116041517104	0.45	0.47
SDS	(0.444,0.464]	(0.483,0.5]	9667	-0.302073340909187	-0.29503656098886216	SDS	-0.29503656098886216	0.45	0.49
SDS	(0.464,0.483]	(0.0459,0.0618]	2	6.37001473098331	6.288852628835855	SDS	NA	0.47	0.05
SDS	(0.464,0.483]	(0.0765,0.0899]	2	6.59012525590309	6.506053494587457	SDS	NA	0.47	0.08
SDS	(0.464,0.483]	(0.185,0.202]	1	0.868765857191085	0.8603252172631002	SDS	NA	0.47	0.19
SDS	(0.464,0.483]	(0.23,0.25]	15	0.9260319101220436	0.9168342655210805	SDS	NA	0.47	0.24
SDS	(0.464,0.483]	(0.25,0.265]	50	0.7649311609654177	0.7578631204438363	SDS	NA	0.47	0.26
SDS	(0.464,0.483]	(0.265,0.281]	74	0.8469465764943698	0.8387943674360373	SDS	NA	0.47	0.27
SDS	(0.464,0.483]	(0.281,0.298]	184	0.8556622767686087	0.8473948541500921	SDS	NA	0.47	0.29
SDS	(0.464,0.483]	(0.298,0.316]	441	1.0888942562885395	1.0775437209121486	SDS	1.0775437209121486	0.47	0.31
SDS	(0.464,0.483]	(0.316,0.337]	1170	0.8436187838968389	0.8355105652030959	SDS	0.8355105652030959	0.47	0.33
SDS	(0.464,0.483]	(0.337,0.352]	1488	0.645268303594491	0.6397820962458879	SDS	0.6397820962458879	0.47	0.34
SDS	(0.464,0.483]	(0.352,0.371]	2149	0.516292545444222	0.5125112792714734	SDS	0.5125112792714734	0.47	0.36
SDS	(0.464,0.483]	(0.371,0.388]	4002	0.5386562071974109	0.5345793139369621	SDS	0.5345793139369621	0.47	0.38
SDS	(0.464,0.483]	(0.388,0.408]	8022	0.4068427515016259	0.40450831117474	SDS	0.40450831117474	0.47	0.4
SDS	(0.464,0.483]	(0.408,0.427]	6867	0.40837220106100647	0.4060175428143535	SDS	0.4060175428143535	0.47	0.42
SDS	(0.464,0.483]	(0.427,0.444]	10017	0.2864071195191381	0.28566472773650486	SDS	0.28566472773650486	0.47	0.44
SDS	(0.464,0.483]	(0.444,0.464]	14152	0.2423533643779294	0.2421933228149689	SDS	0.2421933228149689	0.47	0.45
SDS	(0.464,0.483]	(0.464,0.483]	14475	0.027049629467068407	0.02973570571903195	SDS	0.02973570571903195	0.47	0.47
SDS	(0.464,0.483]	(0.483,0.5]	15639	-0.13141664388272845	-0.12663578890418029	SDS	-0.12663578890418029	0.47	0.49
SDS	(0.483,0.5]	(0.0618,0.0765]	1	6.22701032844818	6.147738613282801	SDS	NA	0.49	0.07
SDS	(0.483,0.5]	(0.0899,0.101]	3	5.7557772174887	5.68273477165132	SDS	NA	0.49	0.1
SDS	(0.483,0.5]	(0.143,0.157]	1	5.63490682247959	5.563462172354741	SDS	NA	0.49	0.15
SDS	(0.483,0.5]	(0.157,0.169]	1	5.01537955525488	4.9521244871305905	SDS	NA	0.49	0.16
SDS	(0.483,0.5]	(0.202,0.219]	1	2.89980993983133	2.86452076079699	SDS	NA	0.49	0.21
SDS	(0.483,0.5]	(0.23,0.25]	4	1.1666433811968555	1.1542650737310116	SDS	NA	0.49	0.24
SDS	(0.483,0.5]	(0.25,0.265]	42	0.6748622399395293	0.6689848279075508	SDS	NA	0.49	0.26
SDS	(0.483,0.5]	(0.265,0.281]	25	0.9730831578752002	0.9632635389527042	SDS	NA	0.49	0.27
SDS	(0.483,0.5]	(0.281,0.298]	56	1.1059754264253512	1.0943990936532657	SDS	NA	0.49	0.29
SDS	(0.483,0.5]	(0.298,0.316]	214	0.9711839843827477	0.9613894707911589	SDS	NA	0.49	0.31
SDS	(0.483,0.5]	(0.316,0.337]	644	0.664137474604759	0.6584018341295665	SDS	0.6584018341295665	0.49	0.33
SDS	(0.483,0.5]	(0.337,0.352]	880	0.7017194562565687	0.6954870164687975	SDS	0.6954870164687975	0.49	0.34
SDS	(0.483,0.5]	(0.352,0.371]	1239	0.44049558436041597	0.43771628446264654	SDS	0.43771628446264654	0.49	0.36
SDS	(0.483,0.5]	(0.371,0.388]	2164	0.5151545157956469	0.5113882933306076	SDS	0.5113882933306076	0.49	0.38
SDS	(0.483,0.5]	(0.388,0.408]	4338	0.48912177862469614	0.4856996850576723	SDS	0.4856996850576723	0.49	0.4
SDS	(0.483,0.5]	(0.408,0.427]	4496	0.3696529700304584	0.3678101444896423	SDS	0.3678101444896423	0.49	0.42
SDS	(0.483,0.5]	(0.427,0.444]	6391	0.29309361549374346	0.2922628343697891	SDS	0.2922628343697891	0.49	0.44
SDS	(0.483,0.5]	(0.444,0.464]	9318	0.23088570560743021	0.23087725597080436	SDS	0.23087725597080436	0.49	0.45
SDS	(0.483,0.5]	(0.464,0.483]	9573	0.08358520549264677	0.08552393330604276	SDS	0.08552393330604276	0.49	0.47
SDS	(0.483,0.5]	(0.483,0.5]	9931	0.03713630738752234	0.03968904701281431	SDS	0.03968904701281431	0.49	0.49
ukb_neale1	[0,0.0459]	[0,0.0459]	35891	-4.723488240756737e-5	-0.005924515688544719	beta~UKB	-0.005924515688544719	0.02	0.02
ukb_neale1	[0,0.0459]	(0.0459,0.0618]	11982	-6.723047725680187e-5	-0.010149489627761655	beta~UKB	-0.010149489627761655	0.02	0.05
ukb_neale1	[0,0.0459]	(0.0618,0.0765]	15844	1.1655367287477911e-4	0.028683225807897745	beta~UKB	0.028683225807897745	0.02	0.07
ukb_neale1	[0,0.0459]	(0.0765,0.0899]	7572	1.1616745672451135e-4	0.028601620175152682	beta~UKB	0.028601620175152682	0.02	0.08
ukb_neale1	[0,0.0459]	(0.0899,0.101]	5213	4.28392224726645e-5	0.013107713589287468	beta~UKB	0.013107713589287468	0.02	0.1
ukb_neale1	[0,0.0459]	(0.101,0.112]	4124	6.055685120295829e-4	0.1320097318157197	beta~UKB	0.1320097318157197	0.02	0.11
ukb_neale1	[0,0.0459]	(0.112,0.129]	1736	8.650899577004608e-4	0.1868453770113082	beta~UKB	0.1868453770113082	0.02	0.12
ukb_neale1	[0,0.0459]	(0.129,0.143]	730	5.747007412328767e-4	0.1254875188902664	beta~UKB	0.1254875188902664	0.02	0.14
ukb_neale1	[0,0.0459]	(0.143,0.157]	253	2.0903284387351778e-4	0.048223634099627793	beta~UKB	NA	0.02	0.15
ukb_neale1	[0,0.0459]	(0.157,0.169]	146	-0.0018553831239726027	-0.3879776257087072	beta~UKB	NA	0.02	0.16
ukb_neale1	[0,0.0459]	(0.169,0.185]	49	0.001003509624489796	0.2160927932182044	beta~UKB	NA	0.02	0.18
ukb_neale1	[0,0.0459]	(0.185,0.202]	28	-0.0028611161214285715	-0.6004842170904916	beta~UKB	NA	0.02	0.19
ukb_neale1	[0,0.0459]	(0.202,0.219]	54	0.0016526475483333333	0.35325254424713276	beta~UKB	NA	0.02	0.21
ukb_neale1	[0,0.0459]	(0.219,0.23]	10	-0.008718199	-1.8380579281194134	beta~UKB	NA	0.02	0.22
ukb_neale1	(0.0459,0.0618]	[0,0.0459]	11068	-1.6376608402421394e-4	-0.03054700347388879	beta~UKB	-0.03054700347388879	0.05	0.02
ukb_neale1	(0.0459,0.0618]	(0.0459,0.0618]	21526	-1.3550211791140944e-4	-0.024574962074476216	beta~UKB	-0.024574962074476216	0.05	0.05
ukb_neale1	(0.0459,0.0618]	(0.0618,0.0765]	18724	-1.534403812340846e-4	-0.02836523166258075	beta~UKB	-0.02836523166258075	0.05	0.07
ukb_neale1	(0.0459,0.0618]	(0.0765,0.0899]	9153	9.834454928515242e-5	0.02483572473567542	beta~UKB	0.02483572473567542	0.05	0.08
ukb_neale1	(0.0459,0.0618]	(0.0899,0.101]	7071	-1.0213547043614765e-4	-0.01752474841066935	beta~UKB	-0.01752474841066935	0.05	0.1
ukb_neale1	(0.0459,0.0618]	(0.101,0.112]	7259	7.960289230443863e-5	0.020875701894730033	beta~UKB	0.020875701894730033	0.05	0.11
ukb_neale1	(0.0459,0.0618]	(0.112,0.129]	3877	7.205231275187001e-5	0.01928030040374574	beta~UKB	0.01928030040374574	0.05	0.12
ukb_neale1	(0.0459,0.0618]	(0.129,0.143]	2212	3.1310949956600364e-4	0.07021453566055033	beta~UKB	0.07021453566055033	0.05	0.14
ukb_neale1	(0.0459,0.0618]	(0.143,0.157]	859	-3.3786324749708974e-5	-0.0030828995199373163	beta~UKB	-0.0030828995199373163	0.05	0.15
ukb_neale1	(0.0459,0.0618]	(0.157,0.169]	520	9.298561785769231e-4	0.20053017095756562	beta~UKB	0.20053017095756562	0.05	0.16
ukb_neale1	(0.0459,0.0618]	(0.169,0.185]	285	-2.713430301754386e-4	-0.053277499734512256	beta~UKB	NA	0.05	0.18
ukb_neale1	(0.0459,0.0618]	(0.185,0.202]	120	3.961765833333333e-4	0.08776621475636641	beta~UKB	NA	0.05	0.19
ukb_neale1	(0.0459,0.0618]	(0.202,0.219]	34	2.1291444117647063e-4	0.04904379711909097	beta~UKB	NA	0.05	0.21
ukb_neale1	(0.0459,0.0618]	(0.219,0.23]	25	-0.00461192136	-0.9704210237412796	beta~UKB	NA	0.05	0.22
ukb_neale1	(0.0459,0.0618]	(0.23,0.25]	14	-0.0038730568571428573	-0.8143024739946384	beta~UKB	NA	0.05	0.24
ukb_neale1	(0.0459,0.0618]	(0.25,0.265]	1	3.3314e-5	0.01109507945583525	beta~UKB	NA	0.05	0.26
ukb_neale1	(0.0459,0.0618]	(0.281,0.298]	2	-0.0108765	-2.2940966479845004	beta~UKB	NA	0.05	0.29
ukb_neale1	(0.0459,0.0618]	(0.298,0.316]	1	-0.0109796	-2.3158811868500666	beta~UKB	NA	0.05	0.31
ukb_neale1	(0.0618,0.0765]	[0,0.0459]	10403	-4.589625838101798e-5	-0.005641670808498701	beta~UKB	-0.005641670808498701	0.07	0.02
ukb_neale1	(0.0618,0.0765]	(0.0459,0.0618]	12248	-4.930855713380144e-4	-0.10013064237375136	beta~UKB	-0.10013064237375136	0.07	0.05
ukb_neale1	(0.0618,0.0765]	(0.0618,0.0765]	12769	6.333916052213173e-5	0.01743925284418872	beta~UKB	0.01743925284418872	0.07	0.07
ukb_neale1	(0.0618,0.0765]	(0.0765,0.0899]	7290	1.0736526022194787e-4	0.026741757984925268	beta~UKB	0.026741757984925268	0.07	0.08
ukb_neale1	(0.0618,0.0765]	(0.0899,0.101]	6347	-2.9321236562297142e-5	-0.0021394476561463114	beta~UKB	-0.0021394476561463114	0.07	0.1
ukb_neale1	(0.0618,0.0765]	(0.101,0.112]	6884	-1.6626370540383464e-6	0.003704682663492829	beta~UKB	0.003704682663492829	0.07	0.11
ukb_neale1	(0.0618,0.0765]	(0.112,0.129]	4407	-7.60185115429998e-6	0.0024497550165668517	beta~UKB	0.0024497550165668517	0.07	0.12
ukb_neale1	(0.0618,0.0765]	(0.129,0.143]	2721	3.7677687904446894e-4	0.08366714965392939	beta~UKB	0.08366714965392939	0.07	0.14
ukb_neale1	(0.0618,0.0765]	(0.143,0.157]	1137	3.8667599315743184e-4	0.08575878530988007	beta~UKB	0.08575878530988007	0.07	0.15
ukb_neale1	(0.0618,0.0765]	(0.157,0.169]	786	6.121120952798982e-4	0.1333923597850365	beta~UKB	0.1333923597850365	0.07	0.16
ukb_neale1	(0.0618,0.0765]	(0.169,0.185]	489	5.677264883435583e-4	0.1240138924777965	beta~UKB	0.1240138924777965	0.07	0.18
ukb_neale1	(0.0618,0.0765]	(0.185,0.202]	253	1.4848569486166006e-4	0.035430309940092934	beta~UKB	NA	0.07	0.19
ukb_neale1	(0.0618,0.0765]	(0.202,0.219]	119	-0.0019631273957983193	-0.41074347708726644	beta~UKB	NA	0.07	0.21
ukb_neale1	(0.0618,0.0765]	(0.219,0.23]	24	0.002027989333333333	0.4325604754130251	beta~UKB	NA	0.07	0.22
ukb_neale1	(0.0618,0.0765]	(0.23,0.25]	7	2.524941428571429e-4	0.0574067995395577	beta~UKB	NA	0.07	0.24
ukb_neale1	(0.0618,0.0765]	(0.25,0.265]	6	-0.0023590411666666667	-0.49439817086897736	beta~UKB	NA	0.07	0.26
ukb_neale1	(0.0618,0.0765]	(0.265,0.281]	4	-0.00699417	-1.473778813125589	beta~UKB	NA	0.07	0.27
ukb_neale1	(0.0765,0.0899]	[0,0.0459]	10575	1.3947053288888965e-6	0.004350684544833485	beta~UKB	0.004350684544833485	0.08	0.02
ukb_neale1	(0.0765,0.0899]	(0.0459,0.0618]	12204	-2.3994589753441496e-4	-0.046643435173060084	beta~UKB	-0.046643435173060084	0.08	0.05
ukb_neale1	(0.0765,0.0899]	(0.0618,0.0765]	15756	-5.564235736024371e-5	-0.00770097509560441	beta~UKB	-0.00770097509560441	0.08	0.07
ukb_neale1	(0.0765,0.0899]	(0.0765,0.0899]	10494	-1.4259431116457022e-4	-0.026073508723996948	beta~UKB	-0.026073508723996948	0.08	0.08
ukb_neale1	(0.0765,0.0899]	(0.0899,0.101]	9459	3.0108033338270428e-5	0.010417673972380755	beta~UKB	0.010417673972380755	0.08	0.1
ukb_neale1	(0.0765,0.0899]	(0.101,0.112]	12112	2.1093326263135734e-4	0.04862518353019042	beta~UKB	0.04862518353019042	0.08	0.11
ukb_neale1	(0.0765,0.0899]	(0.112,0.129]	9273	4.149352790887523e-4	0.09172983780923992	beta~UKB	0.09172983780923992	0.08	0.12
