nam1	gbrbin	tsibin	count	mb	mb_scaled	nam2	mb_scaled_na	gbr_binmean	tsi_binmean
giant	(0.408,0.427]	(0.202,0.219]	19	-0.0012157894736842105	-0.12377497152045319	beta~GIANT	NA	0.42	0.21
giant	(0.408,0.427]	(0.219,0.23]	109	0.0031174311926605506	0.4729100151973291	beta~GIANT	NA	0.42	0.22
giant	(0.408,0.427]	(0.23,0.25]	303	0.0023825082508250827	0.3717110411424038	beta~GIANT	0.3717110411424038	0.42	0.24
giant	(0.408,0.427]	(0.25,0.265]	462	0.0015235930735930736	0.25343832193867627	beta~GIANT	0.25343832193867627	0.42	0.26
giant	(0.408,0.427]	(0.265,0.281]	813	-1.5104551045510455e-4	0.02284039531086771	beta~GIANT	0.02284039531086771	0.42	0.27
giant	(0.408,0.427]	(0.281,0.298]	1238	7.598546042003231e-4	0.1482714464077602	beta~GIANT	0.1482714464077602	0.42	0.29
giant	(0.408,0.427]	(0.298,0.316]	2939	8.841442667574005e-4	0.1653861473109537	beta~GIANT	0.1653861473109537	0.42	0.31
giant	(0.408,0.427]	(0.316,0.337]	4102	5.568503169185764e-4	0.12031773257980981	beta~GIANT	0.12031773257980981	0.42	0.33
giant	(0.408,0.427]	(0.337,0.352]	4446	1.7519118308591996e-4	0.06776322572757555	beta~GIANT	0.06776322572757555	0.42	0.34
giant	(0.408,0.427]	(0.352,0.371]	5254	2.3110011419870576e-4	0.0754618920054179	beta~GIANT	0.0754618920054179	0.42	0.36
giant	(0.408,0.427]	(0.371,0.388]	7118	7.348974431019951e-5	0.053758925850491475	beta~GIANT	0.053758925850491475	0.42	0.38
giant	(0.408,0.427]	(0.388,0.408]	11298	2.8035050451407327e-4	0.08224367644566423	beta~GIANT	0.08224367644566423	0.42	0.4
giant	(0.408,0.427]	(0.408,0.427]	7777	-9.42137070849942e-5	0.030666141205236596	beta~GIANT	0.030666141205236596	0.42	0.42
giant	(0.408,0.427]	(0.427,0.444]	8595	-3.7062245491564864e-4	-0.007395375326562096	beta~GIANT	-0.007395375326562096	0.42	0.44
giant	(0.408,0.427]	(0.444,0.464]	10356	-2.5552336809578986e-4	0.008453782235097173	beta~GIANT	0.008453782235097173	0.42	0.45
giant	(0.408,0.427]	(0.464,0.483]	8995	-3.863924402445803e-4	-0.009566904129518421	beta~GIANT	-0.009566904129518421	0.42	0.47
giant	(0.408,0.427]	(0.483,0.5]	8750	-0.0010498514285714286	-0.10092528352438442	beta~GIANT	-0.10092528352438442	0.42	0.49
giant	(0.427,0.444]	(0.101,0.112]	1	0.0046	0.6770599113672269	beta~GIANT	NA	0.44	0.11
giant	(0.427,0.444]	(0.157,0.169]	10	0.00613	0.8877410882499858	beta~GIANT	NA	0.44	0.16
giant	(0.427,0.444]	(0.169,0.185]	26	0.009738461538461538	1.3846266592691017	beta~GIANT	NA	0.44	0.18
giant	(0.427,0.444]	(0.185,0.202]	20	0.003605	0.5400482963356288	beta~GIANT	NA	0.44	0.19
giant	(0.427,0.444]	(0.202,0.219]	15	0.0032933333333333334	0.49713176030395556	beta~GIANT	NA	0.44	0.21
giant	(0.427,0.444]	(0.219,0.23]	56	3.8035714285714284e-4	0.09601460210723699	beta~GIANT	NA	0.44	0.22
giant	(0.427,0.444]	(0.23,0.25]	76	0.002011842105263158	0.3206702700459448	beta~GIANT	NA	0.44	0.24
giant	(0.427,0.444]	(0.25,0.265]	174	0.0015287356321839081	0.25414645285116355	beta~GIANT	NA	0.44	0.26
giant	(0.427,0.444]	(0.265,0.281]	327	0.0015565749235474005	0.25797992649040713	beta~GIANT	0.25797992649040713	0.44	0.27
giant	(0.427,0.444]	(0.281,0.298]	619	0.0010990306946688207	0.1949760332773002	beta~GIANT	0.1949760332773002	0.44	0.29
giant	(0.427,0.444]	(0.298,0.316]	1554	8.402831402831403e-4	0.15934646512467873	beta~GIANT	0.15934646512467873	0.44	0.31
giant	(0.427,0.444]	(0.316,0.337]	2660	5.135714285714286e-4	0.1143582246509506	beta~GIANT	0.1143582246509506	0.44	0.33
giant	(0.427,0.444]	(0.337,0.352]	2785	4.945421903052064e-4	0.1117378963417283	beta~GIANT	0.1117378963417283	0.44	0.34
giant	(0.427,0.444]	(0.352,0.371]	4020	4.1462686567164176e-4	0.10073354690070403	beta~GIANT	0.10073354690070403	0.44	0.36
giant	(0.427,0.444]	(0.371,0.388]	5943	1.0652868921420159e-4	0.0583083923833933	beta~GIANT	0.0583083923833933	0.44	0.38
giant	(0.427,0.444]	(0.388,0.408]	9634	2.3187668673448205e-4	0.07556882613337358	beta~GIANT	0.07556882613337358	0.44	0.4
giant	(0.427,0.444]	(0.408,0.427]	7476	3.077180310326378e-4	0.08601218801122061	beta~GIANT	0.08601218801122061	0.44	0.42
giant	(0.427,0.444]	(0.427,0.444]	9849	3.78099299421261e-4	0.09570369680508758	beta~GIANT	0.09570369680508758	0.44	0.44
giant	(0.427,0.444]	(0.444,0.464]	11709	-5.311042787599282e-4	-0.0294937410231663	beta~GIANT	-0.0294937410231663	0.44	0.45
giant	(0.427,0.444]	(0.464,0.483]	11144	-4.0259332376166545e-4	-0.011797767662799455	beta~GIANT	-0.011797767662799455	0.44	0.47
giant	(0.427,0.444]	(0.483,0.5]	10540	-5.542314990512334e-4	-0.03267836193100877	beta~GIANT	-0.03267836193100877	0.44	0.49
giant	(0.444,0.464]	(0.129,0.143]	1	0.0091	1.2967104316106353	beta~GIANT	NA	0.45	0.14
giant	(0.444,0.464]	(0.143,0.157]	1	9e-4	0.16756948361153537	beta~GIANT	NA	0.45	0.15
giant	(0.444,0.464]	(0.185,0.202]	2	0.0083	1.1865503391229182	beta~GIANT	NA	0.45	0.19
giant	(0.444,0.464]	(0.202,0.219]	3	-0.009033333333333332	-1.2002516647776182	beta~GIANT	NA	0.45	0.21
giant	(0.444,0.464]	(0.219,0.23]	31	5.096774193548388e-4	0.11382201913164117	beta~GIANT	NA	0.45	0.22
giant	(0.444,0.464]	(0.23,0.25]	41	0.0024804878048780487	0.38520283706287883	beta~GIANT	NA	0.45	0.24
giant	(0.444,0.464]	(0.25,0.265]	75	0.0025	0.3878896685869695	beta~GIANT	NA	0.45	0.26
giant	(0.444,0.464]	(0.265,0.281]	120	0.0013175	0.22505928187856272	beta~GIANT	NA	0.45	0.27
giant	(0.444,0.464]	(0.281,0.298]	311	0.001684565916398714	0.2756043010030264	beta~GIANT	0.2756043010030264	0.45	0.29
giant	(0.444,0.464]	(0.298,0.316]	746	0.0010107238605898123	0.1828161720154989	beta~GIANT	0.1828161720154989	0.45	0.31
giant	(0.444,0.464]	(0.316,0.337]	1544	5.118523316062177e-4	0.11412150480009686	beta~GIANT	0.11412150480009686	0.45	0.33
giant	(0.444,0.464]	(0.337,0.352]	1863	7.822866344605476e-4	0.1513603395679522	beta~GIANT	0.1513603395679522	0.45	0.34
giant	(0.444,0.464]	(0.352,0.371]	2650	5.343396226415094e-5	0.050997242344108726	beta~GIANT	0.050997242344108726	0.45	0.36
giant	(0.444,0.464]	(0.371,0.388]	4359	7.590043587978894e-4	0.1481543675175485	beta~GIANT	0.1481543675175485	0.45	0.38
giant	(0.444,0.464]	(0.388,0.408]	7248	4.3141556291390726e-4	0.10304535245189934	beta~GIANT	0.10304535245189934	0.45	0.4
giant	(0.444,0.464]	(0.408,0.427]	6347	4.1605482905309593e-4	0.1009301776234166	beta~GIANT	0.1009301776234166	0.45	0.42
giant	(0.444,0.464]	(0.427,0.444]	8822	2.3278168215824078e-4	0.07569344410785135	beta~GIANT	0.07569344410785135	0.45	0.44
giant	(0.444,0.464]	(0.444,0.464]	11665	-1.9802828975567967e-6	0.043366694378920274	beta~GIANT	0.043366694378920274	0.45	0.45
giant	(0.444,0.464]	(0.464,0.483]	11005	-3.430440708768741e-4	-0.0035978286560956266	beta~GIANT	-0.0035978286560956266	0.45	0.47
giant	(0.444,0.464]	(0.483,0.5]	11245	-6.443308136949756e-4	-0.04508504797380197	beta~GIANT	-0.04508504797380197	0.45	0.49
giant	(0.464,0.483]	(0.0459,0.0618]	2	0.0104	1.4757205819031753	beta~GIANT	NA	0.47	0.05
giant	(0.464,0.483]	(0.0765,0.0899]	2	0.011	1.5583406512689633	beta~GIANT	NA	0.47	0.08
giant	(0.464,0.483]	(0.185,0.202]	1	-5e-4	-0.025210678241969518	beta~GIANT	NA	0.47	0.19
giant	(0.464,0.483]	(0.23,0.25]	17	-9.411764705882352e-4	-0.08596072924622526	beta~GIANT	NA	0.47	0.24
giant	(0.464,0.483]	(0.25,0.265]	56	0.0019071428571428573	0.3062531714755363	beta~GIANT	NA	0.47	0.26
giant	(0.464,0.483]	(0.265,0.281]	87	5.448275862068966e-4	0.11866220117086787	beta~GIANT	NA	0.47	0.27
giant	(0.464,0.483]	(0.281,0.298]	213	9.840375586854459e-4	0.1791414651580737	beta~GIANT	NA	0.47	0.29
giant	(0.464,0.483]	(0.298,0.316]	500	0.0014648	0.2453425089078636	beta~GIANT	0.2453425089078636	0.47	0.31
giant	(0.464,0.483]	(0.316,0.337]	1361	0.0016139603232916972	0.26588190266950257	beta~GIANT	0.26588190266950257	0.47	0.33
giant	(0.464,0.483]	(0.337,0.352]	1801	0.0015393670183231538	0.2556103959516285	beta~GIANT	0.2556103959516285	0.47	0.34
giant	(0.464,0.483]	(0.352,0.371]	2592	9.108796296296296e-4	0.16906760986932548	beta~GIANT	0.16906760986932548	0.47	0.36
giant	(0.464,0.483]	(0.371,0.388]	4619	0.0012144620047629356	0.21087093802223275	beta~GIANT	0.21087093802223275	0.47	0.38
giant	(0.464,0.483]	(0.388,0.408]	9445	5.921757543673902e-4	0.1251820494004728	beta~GIANT	0.1251820494004728	0.47	0.4
giant	(0.464,0.483]	(0.408,0.427]	8090	4.2260815822002475e-4	0.10183257180733077	beta~GIANT	0.10183257180733077	0.47	0.42
giant	(0.464,0.483]	(0.427,0.444]	11835	2.4175749894381072e-4	0.07692941511691534	beta~GIANT	0.07692941511691534	0.47	0.44
giant	(0.464,0.483]	(0.444,0.464]	16580	2.0184559710494573e-4	0.07143354161950279	beta~GIANT	0.07143354161950279	0.47	0.45
giant	(0.464,0.483]	(0.464,0.483]	16728	6.532161645145864e-5	0.052634173700028486	beta~GIANT	0.052634173700028486	0.47	0.47
giant	(0.464,0.483]	(0.483,0.5]	18159	-1.959799548433284e-4	0.01665291712375407	beta~GIANT	0.01665291712375407	0.47	0.49
giant	(0.483,0.5]	(0.0618,0.0765]	1	0.0091	1.2967104316106353	beta~GIANT	NA	0.49	0.07
giant	(0.483,0.5]	(0.0899,0.101]	3	0.009066666666666667	1.2921204277569804	beta~GIANT	NA	0.49	0.1
giant	(0.483,0.5]	(0.143,0.157]	2	0.009850000000000001	1.39998551831787	beta~GIANT	NA	0.49	0.15
giant	(0.483,0.5]	(0.157,0.169]	1	0.0091	1.2967104316106353	beta~GIANT	NA	0.49	0.16
giant	(0.483,0.5]	(0.202,0.219]	1	0.0055	0.8009900154159085	beta~GIANT	NA	0.49	0.21
giant	(0.483,0.5]	(0.23,0.25]	5	-0.00328	-0.4080169996367863	beta~GIANT	NA	0.49	0.24
giant	(0.483,0.5]	(0.25,0.265]	52	-4.1153846153846156e-4	-0.013029514168808485	beta~GIANT	NA	0.49	0.26
giant	(0.483,0.5]	(0.265,0.281]	47	-0.0018659574468085104	-0.2133031765853588	beta~GIANT	NA	0.49	0.27
giant	(0.483,0.5]	(0.281,0.298]	73	0.0029013698630136987	0.44315834512618374	beta~GIANT	NA	0.49	0.29
giant	(0.483,0.5]	(0.298,0.316]	263	0.002338022813688213	0.36558539130571116	beta~GIANT	NA	0.49	0.31
giant	(0.483,0.5]	(0.316,0.337]	739	9.617050067658999e-4	0.17606627017689377	beta~GIANT	0.17606627017689377	0.49	0.33
giant	(0.483,0.5]	(0.337,0.352]	1084	4.149446494464944e-4	0.10077730576324012	beta~GIANT	0.10077730576324012	0.49	0.34
giant	(0.483,0.5]	(0.352,0.371]	1454	6.795048143053645e-4	0.13720727105001362	beta~GIANT	0.13720727105001362	0.49	0.36
giant	(0.483,0.5]	(0.371,0.388]	2578	0.0014031419705197827	0.23685219112017472	beta~GIANT	0.23685219112017472	0.49	0.38
giant	(0.483,0.5]	(0.388,0.408]	5216	8.240222392638036e-4	0.15710733717439906	beta~GIANT	0.15710733717439906	0.49	0.4
giant	(0.483,0.5]	(0.408,0.427]	5205	8.162920268972142e-4	0.1560428860378326	beta~GIANT	0.1560428860378326	0.49	0.42
giant	(0.483,0.5]	(0.427,0.444]	7521	4.536231884057971e-4	0.1061033450495483	beta~GIANT	0.1061033450495483	0.49	0.44
giant	(0.483,0.5]	(0.444,0.464]	10907	6.185018795269093e-4	0.12880715987849262	beta~GIANT	0.12880715987849262	0.49	0.45
giant	(0.483,0.5]	(0.464,0.483]	11023	3.243400163294929e-4	0.0883010373082594	beta~GIANT	0.0883010373082594	0.49	0.47
giant	(0.483,0.5]	(0.483,0.5]	11499	-1.4533437690233934e-4	0.023626819061345616	beta~GIANT	0.023626819061345616	0.49	0.49
SDS	[0,0.0459]	[0,0.0459]	1887	0.32755122313953156	0.326264944060463	SDS	0.326264944060463	0.02	0.02
SDS	[0,0.0459]	(0.0459,0.0618]	3753	-0.05521151641781665	-0.05143802329927637	SDS	-0.05143802329927637	0.02	0.05
SDS	[0,0.0459]	(0.0618,0.0765]	7035	-0.20539551103298342	-0.19963672331299254	SDS	-0.19963672331299254	0.02	0.07
SDS	[0,0.0459]	(0.0765,0.0899]	3910	-0.35141517265315986	-0.34372613899276094	SDS	-0.34372613899276094	0.02	0.08
SDS	[0,0.0459]	(0.0899,0.101]	2971	-0.3185520484323302	-0.3112974351192499	SDS	-0.3112974351192499	0.02	0.1
SDS	[0,0.0459]	(0.101,0.112]	2732	-0.5350088207399555	-0.5248928475155817	SDS	-0.5248928475155817	0.02	0.11
SDS	[0,0.0459]	(0.112,0.129]	1294	-0.6161673797907135	-0.6049785648859872	SDS	-0.6049785648859872	0.02	0.12
SDS	[0,0.0459]	(0.129,0.143]	542	-0.7061500116278542	-0.6937717088974222	SDS	-0.6937717088974222	0.02	0.14
SDS	[0,0.0459]	(0.143,0.157]	211	-0.942083423101565	-0.9265862971616371	SDS	NA	0.02	0.15
SDS	[0,0.0459]	(0.157,0.169]	105	-0.7876221926830421	-0.7741669024771356	SDS	NA	0.02	0.16
SDS	[0,0.0459]	(0.169,0.185]	42	-0.5544062484360419	-0.5440338590164154	SDS	NA	0.02	0.18
SDS	[0,0.0459]	(0.185,0.202]	17	-1.7772291971044665	-1.7506922103537994	SDS	NA	0.02	0.19
SDS	[0,0.0459]	(0.202,0.219]	49	-0.803830174573412	-0.7901606297192001	SDS	NA	0.02	0.21
SDS	[0,0.0459]	(0.219,0.23]	8	-3.647122412839641	-3.595867153572648	SDS	NA	0.02	0.22
SDS	(0.0459,0.0618]	[0,0.0459]	5044	0.3356888164159446	0.3342949658207378	SDS	0.3342949658207378	0.05	0.02
SDS	(0.0459,0.0618]	(0.0459,0.0618]	12419	0.10753217293467554	0.1091543438119906	SDS	0.1091543438119906	0.05	0.05
SDS	(0.0459,0.0618]	(0.0618,0.0765]	12543	-0.11803453954227751	-0.11343058370382231	SDS	-0.11343058370382231	0.05	0.07
SDS	(0.0459,0.0618]	(0.0765,0.0899]	6632	-0.17700727370694536	-0.17162375243563627	SDS	-0.17162375243563627	0.05	0.08
SDS	(0.0459,0.0618]	(0.0899,0.101]	5501	-0.3374256469263893	-0.3299215419594466	SDS	-0.3299215419594466	0.05	0.1
SDS	(0.0459,0.0618]	(0.101,0.112]	5838	-0.44153172794239565	-0.43265143611114115	SDS	-0.43265143611114115	0.05	0.11
SDS	(0.0459,0.0618]	(0.112,0.129]	3221	-0.5470918171264587	-0.5368161177770945	SDS	-0.5368161177770945	0.05	0.12
SDS	(0.0459,0.0618]	(0.129,0.143]	1872	-0.7765476353531957	-0.7632387406332846	SDS	-0.7632387406332846	0.05	0.14
SDS	(0.0459,0.0618]	(0.143,0.157]	754	-0.6418972882872931	-0.6303683476017541	SDS	-0.6303683476017541	0.05	0.15
SDS	(0.0459,0.0618]	(0.157,0.169]	448	-0.7426443136823291	-0.729783589765551	SDS	-0.729783589765551	0.05	0.16
SDS	(0.0459,0.0618]	(0.169,0.185]	252	-0.7854461333748477	-0.7720196086762648	SDS	NA	0.05	0.18
SDS	(0.0459,0.0618]	(0.185,0.202]	107	-1.0711147170540853	-1.0539119158059562	SDS	NA	0.05	0.19
SDS	(0.0459,0.0618]	(0.202,0.219]	28	-0.6816017080917168	-0.6695479114087498	SDS	NA	0.05	0.21
SDS	(0.0459,0.0618]	(0.219,0.23]	21	-1.2299936336641808	-1.2106905989242034	SDS	NA	0.05	0.22
SDS	(0.0459,0.0618]	(0.23,0.25]	12	-2.265029994168902	-2.2320447284822746	SDS	NA	0.05	0.24
SDS	(0.0459,0.0618]	(0.281,0.298]	1	-4.28174621264489	-4.222101809069052	SDS	NA	0.05	0.29
SDS	(0.0459,0.0618]	(0.298,0.316]	1	-4.69446641236979	-4.6293662264616	SDS	NA	0.05	0.31
SDS	(0.0618,0.0765]	[0,0.0459]	6296	0.32305006329344943	0.32182328541732597	SDS	0.32182328541732597	0.07	0.02
SDS	(0.0618,0.0765]	(0.0459,0.0618]	8926	0.16638315655595048	0.1672273714308782	SDS	0.1672273714308782	0.07	0.05
SDS	(0.0618,0.0765]	(0.0618,0.0765]	9930	0.023663179874942018	0.026394021883140512	SDS	0.026394021883140512	0.07	0.07
SDS	(0.0618,0.0765]	(0.0765,0.0899]	5946	-0.17792953433336842	-0.17253382162283534	SDS	-0.17253382162283534	0.07	0.08
SDS	(0.0618,0.0765]	(0.0899,0.101]	5265	-0.2902558689106065	-0.2833753051265063	SDS	-0.2833753051265063	0.07	0.1
SDS	(0.0618,0.0765]	(0.101,0.112]	5874	-0.28807193793902885	-0.28122024371841925	SDS	-0.28122024371841925	0.07	0.11
SDS	(0.0618,0.0765]	(0.112,0.129]	3813	-0.45820704973039933	-0.4491063254462193	SDS	-0.4491063254462193	0.07	0.12
SDS	(0.0618,0.0765]	(0.129,0.143]	2351	-0.5301753377948075	-0.520123258779812	SDS	-0.520123258779812	0.07	0.14
SDS	(0.0618,0.0765]	(0.143,0.157]	997	-0.5590813377918663	-0.5486471479807721	SDS	-0.5486471479807721	0.07	0.15
SDS	(0.0618,0.0765]	(0.157,0.169]	667	-0.7050158379730709	-0.6926525279776485	SDS	-0.6926525279776485	0.07	0.16
SDS	(0.0618,0.0765]	(0.169,0.185]	413	-0.7002151797744969	-0.6879153300754227	SDS	-0.6879153300754227	0.07	0.18
SDS	(0.0618,0.0765]	(0.185,0.202]	205	-0.6391251625891499	-0.6276328668616649	SDS	NA	0.07	0.19
SDS	(0.0618,0.0765]	(0.202,0.219]	104	-1.11879233897076	-1.100959283309411	SDS	NA	0.07	0.21
SDS	(0.0618,0.0765]	(0.219,0.23]	17	-1.0379074110995123	-1.0211435799654043	SDS	NA	0.07	0.22
SDS	(0.0618,0.0765]	(0.23,0.25]	7	-1.9714192078482071	-1.9423152073423589	SDS	NA	0.07	0.24
SDS	(0.0618,0.0765]	(0.25,0.265]	5	-3.312606273231848	-3.2657730103817375	SDS	NA	0.07	0.26
SDS	(0.0618,0.0765]	(0.265,0.281]	4	-4.488740957563437	-4.426360273396126	SDS	NA	0.07	0.27
SDS	(0.0765,0.0899]	[0,0.0459]	7987	0.5044139217952966	0.5007896801274783	SDS	0.5007896801274783	0.08	0.02
SDS	(0.0765,0.0899]	(0.0459,0.0618]	9994	0.258927169726775	0.2585480376650641	SDS	0.2585480376650641	0.08	0.05
SDS	(0.0765,0.0899]	(0.0618,0.0765]	13203	0.1604456120381536	0.16136831580337394	SDS	0.16136831580337394	0.08	0.07
SDS	(0.0765,0.0899]	(0.0765,0.0899]	8960	-0.04683366009022452	-0.04317091454489612	SDS	-0.04317091454489612	0.08	0.08
SDS	(0.0765,0.0899]	(0.0899,0.101]	7994	-0.13281191988437313	-0.12801262063737484	SDS	-0.12801262063737484	0.08	0.1
SDS	(0.0765,0.0899]	(0.101,0.112]	10368	-0.1684554473863115	-0.16318497341188914	SDS	-0.16318497341188914	0.08	0.11
SDS	(0.0765,0.0899]	(0.112,0.129]	8013	-0.3159617192336301	-0.30874134769569594	SDS	-0.30874134769569594	0.08	0.12
SDS	(0.0765,0.0899]	(0.129,0.143]	5344	-0.4672343855302942	-0.4580143281502345	SDS	-0.4580143281502345	0.08	0.14
SDS	(0.0765,0.0899]	(0.143,0.157]	2683	-0.43930819800108045	-0.4304572991953609	SDS	-0.4304572991953609	0.08	0.15
SDS	(0.0765,0.0899]	(0.157,0.169]	2307	-0.5040345698576234	-0.49432804780824496	SDS	-0.49432804780824496	0.08	0.16
SDS	(0.0765,0.0899]	(0.169,0.185]	1289	-0.60689460642821	-0.59582836907873	SDS	-0.59582836907873	0.08	0.18
SDS	(0.0765,0.0899]	(0.185,0.202]	587	-0.8152263964213278	-0.801406203971348	SDS	-0.801406203971348	0.08	0.19
SDS	(0.0765,0.0899]	(0.202,0.219]	381	-1.2090413305861916	-1.1900152660672771	SDS	-1.1900152660672771	0.08	0.21
SDS	(0.0765,0.0899]	(0.219,0.23]	157	-1.0233719322574253	-1.0068002468159964	SDS	NA	0.08	0.22
SDS	(0.0765,0.0899]	(0.23,0.25]	44	-1.836669839494574	-1.8093471019936607	SDS	NA	0.08	0.24
SDS	(0.0765,0.0899]	(0.25,0.265]	5	-2.0020225288132965	-1.9725139804855971	SDS	NA	0.08	0.26
SDS	(0.0765,0.0899]	(0.265,0.281]	31	-3.693082221006308	-3.641219415247621	SDS	NA	0.08	0.27
SDS	(0.0765,0.0899]	(0.281,0.298]	8	-1.669258093618425	-1.6441483857826167	SDS	NA	0.08	0.29
SDS	(0.0765,0.0899]	(0.298,0.316]	4	-2.69147430099429	-2.6528518328725488	SDS	NA	0.08	0.31
SDS	(0.0899,0.101]	[0,0.0459]	3829	0.5811889412822143	0.5765498043047845	SDS	0.5765498043047845	0.1	0.02
SDS	(0.0899,0.101]	(0.0459,0.0618]	4972	0.3612741500719596	0.35954208484267175	SDS	0.35954208484267175	0.1	0.05
SDS	(0.0899,0.101]	(0.0618,0.0765]	7800	0.2252200790233163	0.225286523771409	SDS	0.225286523771409	0.1	0.07
SDS	(0.0899,0.101]	(0.0765,0.0899]	5891	0.09180108337023461	0.09363120481689793	SDS	0.09363120481689793	0.1	0.08
SDS	(0.0899,0.101]	(0.0899,0.101]	6225	-0.028922982779930485	-0.02549699995398217	SDS	-0.02549699995398217	0.1	0.1
SDS	(0.0899,0.101]	(0.101,0.112]	9453	-0.11108431172383836	-0.10657223151968197	SDS	-0.10657223151968197	0.1	0.11
SDS	(0.0899,0.101]	(0.112,0.129]	8051	-0.21287577718586315	-0.2070181072111501	SDS	-0.2070181072111501	0.1	0.12
SDS	(0.0899,0.101]	(0.129,0.143]	5771	-0.29417458418607084	-0.28724221858180377	SDS	-0.28724221858180377	0.1	0.14
SDS	(0.0899,0.101]	(0.143,0.157]	3300	-0.4453237539333192	-0.4363933349979906	SDS	-0.4363933349979906	0.1	0.15
SDS	(0.0899,0.101]	(0.157,0.169]	3266	-0.5201106250951952	-0.5101915923468069	SDS	-0.5101915923468069	0.1	0.16
SDS	(0.0899,0.101]	(0.169,0.185]	1974	-0.5321270977295179	-0.5220492182391013	SDS	-0.5220492182391013	0.1	0.18
SDS	(0.0899,0.101]	(0.185,0.202]	1167	-0.4769329587874127	-0.46758469516820966	SDS	-0.46758469516820966	0.1	0.19
SDS	(0.0899,0.101]	(0.202,0.219]	601	-0.9443976520211774	-0.9288699340984461	SDS	-0.9288699340984461	0.1	0.21
SDS	(0.0899,0.101]	(0.219,0.23]	276	-0.6882320220983106	-0.6760905787480875	SDS	NA	0.1	0.22
SDS	(0.0899,0.101]	(0.23,0.25]	213	-0.7851590882747943	-0.7717363580490444	SDS	NA	0.1	0.24
SDS	(0.0899,0.101]	(0.25,0.265]	56	-0.768316527413903	-0.7551164403881653	SDS	NA	0.1	0.26
SDS	(0.0899,0.101]	(0.265,0.281]	87	-1.9250423650742394	-1.8965514238749266	SDS	NA	0.1	0.27
SDS	(0.0899,0.101]	(0.281,0.298]	23	-1.5934168923906555	-1.5693097356439352	SDS	NA	0.1	0.29
SDS	(0.0899,0.101]	(0.298,0.316]	11	-0.4203471038192486	-0.41174685328009863	SDS	NA	0.1	0.31
SDS	(0.0899,0.101]	(0.352,0.371]	4	-2.4657596199572702	-2.4301208928052587	SDS	NA	0.1	0.36
SDS	(0.0899,0.101]	(0.371,0.388]	2	-1.6784335876382	-1.6532025881907937	SDS	NA	0.1	0.38
SDS	(0.101,0.112]	[0,0.0459]	1964	0.565923989230262	0.5614866409119885	SDS	0.5614866409119885	0.11	0.02
SDS	(0.101,0.112]	(0.0459,0.0618]	3219	0.5655165880474539	0.5610846251989897	SDS	0.5610846251989897	0.11	0.05
SDS	(0.101,0.112]	(0.0618,0.0765]	5344	0.2854845896667753	0.28475439288228593	SDS	0.28475439288228593	0.11	0.07
SDS	(0.101,0.112]	(0.0765,0.0899]	4365	0.09293036918756557	0.0947455625119454	SDS	0.0947455625119454	0.11	0.08
SDS	(0.101,0.112]	(0.0899,0.101]	5044	0.11329882256201605	0.11484476362267887	SDS	0.11484476362267887	0.11	0.1
SDS	(0.101,0.112]	(0.101,0.112]	8274	-0.006276703726485543	-0.003150083929620009	SDS	-0.003150083929620009	0.11	0.11
SDS	(0.101,0.112]	(0.112,0.129]	7439	-0.08693040948648982	-0.08273762170652715	SDS	-0.08273762170652715	0.11	0.12
SDS	(0.101,0.112]	(0.129,0.143]	5939	-0.19755265712198858	-0.19189754473417514	SDS	-0.19189754473417514	0.11	0.14
SDS	(0.101,0.112]	(0.143,0.157]	3713	-0.3258043756585662	-0.31845389323421947	SDS	-0.31845389323421947	0.11	0.15
SDS	(0.101,0.112]	(0.157,0.169]	3634	-0.3843025497888473	-0.3761787751798496	SDS	-0.3761787751798496	0.11	0.16
SDS	(0.101,0.112]	(0.169,0.185]	2563	-0.4532903655728474	-0.44425463534172904	SDS	-0.44425463534172904	0.11	0.18
SDS	(0.101,0.112]	(0.185,0.202]	1477	-0.508415514426697	-0.4986510803100272	SDS	-0.4986510803100272	0.11	0.19
SDS	(0.101,0.112]	(0.202,0.219]	915	-0.7487131797227317	-0.7357722309656314	SDS	-0.7357722309656314	0.11	0.21
SDS	(0.101,0.112]	(0.219,0.23]	529	-0.7376455395774864	-0.7248508948675481	SDS	-0.7248508948675481	0.11	0.22
SDS	(0.101,0.112]	(0.23,0.25]	288	-0.6883888642468915	-0.6762453475873811	SDS	NA	0.11	0.24
SDS	(0.101,0.112]	(0.25,0.265]	93	-0.9189275804658409	-0.903736553517983	SDS	NA	0.11	0.26
SDS	(0.101,0.112]	(0.265,0.281]	40	-0.7018848578155559	-0.6895629365048591	SDS	NA	0.11	0.27
SDS	(0.101,0.112]	(0.281,0.298]	24	-0.16547300806081405	-0.16024195919761766	SDS	NA	0.11	0.29
SDS	(0.101,0.112]	(0.298,0.316]	5	-1.9485529453000412	-1.9197512158032213	SDS	NA	0.11	0.31
SDS	(0.101,0.112]	(0.352,0.371]	1	-1.12817027834972	-1.1102132549348867	SDS	NA	0.11	0.36
SDS	(0.112,0.129]	[0,0.0459]	1215	0.7311830410064057	0.7245611196637383	SDS	0.7245611196637383	0.12	0.02
SDS	(0.112,0.129]	(0.0459,0.0618]	2328	0.5400003474431802	0.5359056858820522	SDS	0.5359056858820522	0.12	0.05
SDS	(0.112,0.129]	(0.0618,0.0765]	4223	0.3560998928833265	0.35443622658622465	SDS	0.35443622658622465	0.12	0.07
